,dataset_A,dataset_B
4773,80505,233271
4774,85797,78175
4775,86481,105908
4776,93504,34484
4777,93973,11732
4778,97403,337195
4779,102643,358909
4780,110470,108465
4781,178113,56529
4782,179810,80842
4783,180463,176370
4784,219988,53204
4785,222332,104832
4786,223210,25097
4787,240852,383961
4788,265898,106139
4789,315520,72997
4790,320165,354744
4791,339824,332729
4792,342231,321569
4793,350875,244876
4794,351689,399365
4795,357391,234694
4796,358381,333795
4797,360630,93482
4798,367869,104899
4799,372232,268364
4800,17564,105371
4801,367448,399669
4802,209401,41332
4803,100812,175984
4804,230806,36672
4805,181146,177532
4806,217293,32105
4807,78235,14937
4808,100142,104894
4809,170904,6067
4810,175115,34907
4811,362939,329410
4812,421443,105490
4813,263522,89523
4814,366907,350145
4815,61024,191847
4816,3681,1357
4817,14861,304421
4818,17388,17673
4819,20417,206485
4820,22951,212370
4821,23453,92251
4822,23703,268443
4823,31251,46326
4824,39713,191188
4825,42221,238832
4826,43443,333921
4827,44807,308543
4828,45252,215457
4829,47681,175082
4830,52993,102139
4831,60258,309021
4832,62194,53006
4833,62315,355602
4834,68910,233725
4835,69857,60864
4836,77831,367562
4837,79652,330975
4838,80686,104952
4839,80964,369480
4840,81306,317844
4841,81465,369061
4842,82589,79708
4843,84242,95516
4844,85901,323106
4845,86386,99538
4846,87881,90254
4847,87979,75785
4848,88300,37016
4849,88962,233764
4850,89220,37827
4851,89722,101734
4852,89860,81864
4853,89962,172797
4854,91356,259264
4855,91674,174922
4856,92069,320479
4857,92100,368999
4858,92427,31222
4859,92477,95401
4860,93093,106174
4861,93357,28232
4862,93710,356931
4863,93848,246881
4864,93948,367868
4865,94498,38648
4866,95096,59434
4867,96234,95127
4868,97108,104128
4869,97357,102569
4870,97640,79715
4871,98084,89915
4872,98087,54322
4873,98286,180041
4874,98501,399309
4875,98930,92081
4876,99051,203873
4877,99065,103976
4878,99136,339844
4879,99675,863
4880,99754,331176
4881,100071,350456
4882,100436,21958
4883,100513,99100
4884,100592,19879
4885,100912,320169
4886,102170,28688
4887,102418,88550
4888,102625,194390
4889,102748,266779
4890,102753,182251
4891,103125,265172
4892,103562,25308
4893,103565,370116
4894,104451,414168
4895,104458,178769
4896,104784,82076
4897,104791,85323
4898,104848,83874
4899,104885,397953
4900,104890,83012
4901,104946,417871
4902,105208,85074
4903,105568,173938
4904,106162,331934
4905,172241,34207
4906,172375,234035
4907,172410,176636
4908,172581,306582
4909,172812,101546
4910,172818,173358
4911,173001,188523
4912,173045,397721
4913,173322,38223
4914,173612,72524
4915,174283,23384
4916,174298,176703
4917,174461,33874
4918,174634,92113
4919,174740,175133
4920,174769,176650
4921,174920,365853
4922,174952,239778
4923,175003,399363
4924,175059,423491
4925,175087,33076
4926,175113,173908
4927,175155,321120
4928,175341,50049
4929,175705,105026
4930,175792,423062
4931,175948,34354
4932,175988,182050
4933,176349,5824
4934,176433,23007
4935,176534,332833
4936,176881,11945
4937,177051,97868
4938,177172,405435
4939,177279,37356
4940,177583,351113
4941,177598,71355
4942,177609,182376
4943,177872,74885
4944,178127,319791
4945,178299,55275
4946,178325,352816
4947,178404,321505
4948,178446,174346
4949,178648,233557
4950,178865,69309
4951,179174,309912
4952,179296,355576
4953,179532,65240
4954,179667,349934
4955,179699,350773
4956,179768,311314
4957,179892,331411
4958,180045,90026
4959,180296,105630
4960,180318,320787
4961,180486,366398
4962,180985,179669
4963,181000,357072
4964,181028,369178
4965,181214,248313
4966,181224,354520
4967,181444,363440
4968,181685,58008
4969,181803,183312
4970,181936,38420
4971,182064,232151
4972,182111,350562
4973,182519,266755
4974,182527,33804
4975,182618,311798
4976,183260,212319
4977,184655,367847
4978,187714,12589
4979,188011,194021
4980,188218,47532
4981,196351,84616
4982,197844,71176
4983,198336,179840
4984,199330,353206
4985,199840,76188
4986,200348,88133
4987,205019,26257
4988,205517,193291
4989,207219,192986
4990,207503,418723
4991,210018,30806
4992,210460,51983
4993,216798,76813
4994,218213,38208
4995,220216,331699
4996,224961,330651
4997,225277,174721
4998,225405,68714
4999,226408,367336
5000,230333,23853
5001,236531,320982
5002,237006,352981
5003,240390,359506
5004,242129,412493
5005,243648,253753
5006,245970,417486
5007,246595,349915
5008,246750,362793
5009,246929,414685
5010,247897,352548
5011,250431,55141
5012,250606,256378
5013,250980,105345
5014,253443,93186
5015,254306,215408
5016,256208,268112
5017,256314,317972
5018,256553,267822
5019,263367,302263
5020,263463,305321
5021,265756,87925
5022,266234,255493
5023,266451,83627
5024,266792,16576
5025,267570,371916
5026,267763,265295
5027,268161,398212
5028,268190,356563
5029,284770,7690
5030,287278,215
5031,302698,176766
5032,303290,96341
5033,306120,15346
5034,306237,310422
5035,306731,21622
5036,308640,398422
5037,309910,367091
5038,309914,329627
5039,309981,369986
5040,309993,176403
5041,309994,370086
5042,310076,202855
5043,310083,310159
5044,310139,351552
5045,310140,320756
5046,310145,317508
5047,310222,321717
5048,310248,174601
5049,310696,306048
5050,310712,251277
5051,310913,317782
5052,311020,349665
5053,311080,14713
5054,311161,213953
5055,311321,179009
5056,311577,89596
5057,311868,343864
5058,311955,172701
5059,312906,317505
5060,313277,350862
5061,313960,354356
5062,314749,177427
5063,317503,180914
5064,317642,37425
5065,317659,391869
5066,317662,361961
5067,317716,79926
5068,317718,32138
5069,317719,314366
5070,317746,104304
5071,317754,106094
5072,317785,45873
5073,317816,342349
5074,317845,79969
5075,317898,73424
5076,317914,369640
5077,317947,362901
5078,318044,350513
5079,318056,370620
5080,318115,222857
5081,318117,321331
5082,318202,407196
5083,318233,367501
5084,319263,368281
5085,319680,174408
5086,319718,99628
5087,319752,424609
5088,320476,70254
5089,320606,95344
5090,320637,370574
5091,320854,90707
5092,320877,102887
5093,320910,41645
5094,320988,342447
5095,321278,81382
5096,321559,342500
5097,321782,204834
5098,321925,383966
5099,322029,351746
5100,322043,173806
5101,322081,311468
5102,322214,343588
5103,322229,351241
5104,322251,321822
5105,322361,244343
5106,322374,92003
5107,329303,174198
5108,329358,180818
5109,329433,370621
5110,329451,214697
5111,329506,318035
5112,330008,81162
5113,330202,81979
5114,330615,182283
5115,330626,239594
5116,330743,191986
5117,330771,85747
5118,330883,81178
5119,330895,85320
5120,331598,86334
5121,331679,321180
5122,331857,85964
5123,333392,341220
5124,333515,341627
5125,335920,344022
5126,342314,94496
5127,342433,309944
5128,342438,253593
5129,342623,319889
5130,342834,179812
5131,342936,320886
5132,343158,186540
5133,343229,331827
5134,343247,92009
5135,343312,342630
5136,343638,253257
5137,343830,320011
5138,344038,235973
5139,344182,360789
5140,344281,368895
5141,344679,321219
5142,344865,317762
5143,345122,367470
5144,345192,23217
5145,349616,175512
5146,349703,258537
5147,349771,361510
5148,350000,423595
5149,350153,352033
5150,350176,359004
5151,350288,177403
5152,350503,317707
5153,350517,180594
5154,350726,245783
5155,351019,172838
5156,351148,177092
5157,351299,196754
5158,351660,342520
5159,351718,351306
5160,351867,350137
5161,352153,88312
5162,352162,367978
5163,352163,349949
5164,352306,370454
5165,352504,95735
5166,352562,352916
5167,352583,100863
5168,352587,245402
5169,352599,412064
5170,352917,352305
5171,353247,80609
5172,353815,369799
5173,354060,317838
5174,354073,243582
5175,354117,104444
5176,354283,256343
5177,354540,188738
5178,354899,419084
5179,355521,179055
5180,355715,241258
5181,356310,355551
5182,356702,370630
5183,357067,399532
5184,357173,247341
5185,357333,330047
5186,357519,93187
5187,357581,344901
5188,357863,101484
5189,358431,188016
5190,358550,47555
5191,358709,248090
5192,358910,349953
5193,359118,321398
5194,359434,104795
5195,359521,345418
5196,359842,317673
5197,359897,320942
5198,359998,368130
5199,360014,264910
5200,360020,369282
5201,360255,242165
5202,360904,98901
5203,361466,172528
5204,361592,233179
5205,361729,318222
5206,361846,13605
5207,362005,177248
5208,362334,362029
5209,362468,369585
5210,362587,397285
5211,362759,233874
5212,362904,43590
5213,362949,369903
5214,363777,367629
5215,363819,317730
5216,363906,267756
5217,364133,369616
5218,366885,415086
5219,366897,174791
5220,366918,81332
5221,366936,172950
5222,366990,421741
5223,367006,369590
5224,367038,36796
5225,367050,414773
5226,367094,360001
5227,367116,96260
5228,367133,102895
5229,367158,83754
5230,367239,370463
5231,367333,86571
5232,367351,422342
5233,367378,100571
5234,367399,97049
5235,367408,361014
5236,367416,181427
5237,367423,95993
5238,367486,331127
5239,367529,13810
5240,367686,359104
5241,367723,85349
5242,367760,104717
5243,367782,320700
5244,367805,158035
5245,367812,423279
5246,367855,15421
5247,367949,358997
5248,367991,367295
5249,368039,363061
5250,368060,404981
5251,368083,354382
5252,368377,179794
5253,368390,67202
5254,368398,73381
5255,368491,412662
5256,368494,176968
5257,368548,97947
5258,368593,177009
5259,368609,367579
5260,368771,99004
5261,368799,56818
5262,368880,164186
5263,368946,356836
5264,369003,19699
5265,369108,30787
5266,369114,366929
5267,369217,178861
5268,369264,179060
5269,369303,361097
5270,369350,175808
5271,369364,356004
5272,369384,101864
5273,369478,77585
5274,369643,422779
5275,369946,330643
5276,369996,203455
5277,370043,417338
5278,370276,27715
5279,370304,172757
5280,370334,241518
5281,370359,319258
5282,370404,264870
5283,370789,102645
5284,371433,173363
5285,372060,174919
5286,372102,81447
5287,372909,369016
5288,397696,86420
5289,397837,92277
5290,397863,417560
5291,397975,252624
5292,398304,416735
5293,398392,104749
5294,398502,317625
5295,398582,60719
5296,398600,368712
5297,398853,178279
5298,398902,95004
5299,399059,331832
5300,399072,406663
5301,399103,105737
5302,399211,358561
5303,399338,89157
5304,399414,173494
5305,399422,413177
5306,405092,234578
5307,406052,320030
5308,406650,407596
5309,406777,366928
5310,406876,82629
5311,413234,405886
5312,413353,388554
5313,413529,369361
5314,413594,105504
5315,415405,321751
5316,415512,172256
5317,416372,405950
5318,416604,350011
5319,421243,266208
5320,421291,104719
5321,421311,105570
5322,421642,84053
5323,421740,180891
5324,422191,98916
5325,423103,320761
5326,423924,369149
5327,103798,66455
5328,175731,33223
5329,179508,35065
5330,237192,268091
5331,20939,39128
5332,55709,100120
5333,144619,156613
5334,252821,105463
5335,359852,67734
5336,252615,267842
5337,220402,75088
5338,22203,218474
5339,43091,227070
5340,94973,24040
5341,99354,24558
5342,1502,121748
5343,107946,4021
5344,160912,1705
5345,244861,185847
5346,98730,15636
5347,210190,16889
5348,393325,267122
5349,199528,19620
5350,235721,4438
5351,175478,37753
5352,33564,197551
5353,24055,104521
5354,238361,303131
5355,69178,215533
5356,176268,217970
5357,95963,14905
5358,34845,221168
5359,200421,67752
5360,1183,117875
5361,7768,128536
5362,227137,14982
5363,413567,235132
5364,369139,105281
5365,360539,371119
5366,57135,18488
5367,228824,70015
5368,229411,231201
5369,308486,78669
5370,187186,57158
5371,198313,16740
5372,301989,72135
5373,15063,212107
5374,421829,76851
5375,225167,59296
5376,102814,64123
5377,166972,2389
5378,157259,184844
5379,329950,267722
5380,351849,236287
5381,105255,252451
5382,370416,61410
5383,175788,55005
5384,1260,163935
5385,14871,190557
5386,23301,302592
5387,74982,78262
5388,267906,104992
5389,187879,231890
5390,393140,266105
5391,47551,196310
5392,156385,5270
5393,174929,61815
5394,407589,86149
5395,46948,219838
5396,350997,242440
5397,56234,181080
5398,104729,267848
5399,176145,51576
5400,216077,337147
5401,311247,251585
5402,360288,240172
5403,307455,60945
5404,189373,192507
5405,190292,207389
5406,213444,208308
5407,216811,221091
5408,268214,245190
5409,320794,267705
5410,12937,203374
5411,318239,35961
5412,157042,218301
5413,265186,304473
5414,319582,75239
5415,180217,242562
5416,684,113760
5417,99934,11788
5418,307136,26452
5419,344330,58615
5420,388075,267853
5421,31040,202978
5422,58912,216895
5423,166393,3425
5424,367573,105163
5425,33792,195429
5426,350742,307706
5427,324369,55729
5428,25608,104878
5429,267396,244969
5430,206181,68014
5431,176124,44709
5432,84961,268157
5433,241093,105387
5434,102517,64824
5435,181927,74352
5436,105289,248621
5437,186,136916
5438,26463,250854
5439,61749,237867
5440,80080,352739
5441,94078,65588
5442,100219,50300
5443,111678,783
5444,127088,7884
5445,133690,3865
5446,176247,64229
5447,179498,76306
5448,205491,45003
5449,235665,384066
5450,245186,33356
5451,262768,247728
5452,352858,246079
5453,362414,240596
5454,368694,105903
5455,399744,105033
5456,418765,79622
5457,370077,46626
5458,363284,240250
5459,181890,104526
5460,49901,338267
5461,157495,265746
5462,316394,40292
5463,352118,251482
5464,362625,24673
5465,388143,8452
5466,103075,35766
5467,43442,333803
5468,97856,21533
5469,94285,69521
5470,10936,31209
5471,13296,173574
5472,27888,315845
5473,57239,202447
5474,173875,14405
5475,301220,54863
5476,67960,31099
5477,244516,197050
5478,321667,21173
5479,79228,234036
5480,414850,239283
5481,41890,208708
5482,47006,209732
5483,47600,306082
5484,418720,307373
5485,209710,71021
5486,178509,36743
5487,190227,49139
5488,185350,13009
5489,323195,194376
5490,266561,106010
5491,105959,216198
5492,229780,29672
5493,57557,211029
5494,320261,33920
5495,323808,207965
5496,15936,266525
5497,177066,104455
5498,38171,102547
5499,223366,62557
5500,221592,71782
5501,30817,206941
5502,191637,18760
5503,26469,197615
5504,219355,24553
5505,417762,241190
5506,219186,37415
5507,180715,332920
5508,178740,34215
5509,20259,308570
5510,232174,53865
5511,217884,95422
5512,370270,407672
5513,204175,27802
5514,90249,50535
5515,38068,251062
5516,52009,387784
5517,227904,213157
5518,339638,333120
5519,367019,191879
5520,209161,56801
5521,180404,226925
5522,299648,394115
5523,25290,227549
5524,35137,218019
5525,66922,189166
5526,198955,16332
5527,249931,236271
5528,265403,389018
5529,412785,249025
5530,180166,423462
5531,16549,220329
5532,78818,2141
5533,81691,75624
5534,230944,67123
5535,368056,84199
5536,257577,240278
5537,2840,137753
5538,250885,20669
5539,41576,307265
5540,81112,40525
5541,316082,187869
5542,407289,237618
5543,100731,104777
5544,38281,215058
5545,192839,31907
5546,175778,14104
5547,397372,80598
5548,49578,226912
5549,211805,44941
5550,43270,226535
5551,54506,36530
5552,4649,169020
5553,174849,12798
5554,180097,71204
5555,406233,235832
5556,321418,22349
5557,61112,65855
5558,38266,11384
5559,219810,18759
5560,182469,75623
5561,417399,82614
5562,46378,207083
5563,422822,105277
5564,180481,32557
5565,196140,238409
5566,415882,258951
5567,101754,41794
5568,224238,31236
5569,318157,243155
5570,354199,80021
5571,227991,213321
5572,173694,105136
5573,368282,104414
5574,397993,250807
5575,9424,59295
5576,11169,217153
5577,11847,95373
5578,12704,303774
5579,177132,18133
5580,226625,374204
5581,259314,104394
5582,303939,20614
5583,332861,339899
5584,337470,10525
5585,359728,10854
5586,368567,334121
5587,398218,405639
5588,39579,218459
5589,143115,2479
5590,104537,48091
5591,414274,333816
5592,421315,22457
5593,91819,38763
5594,1508,163663
5595,4683,145280
5596,6158,158613
5597,7713,111114
5598,10482,51771
5599,15981,32777
5600,20636,176774
5601,24008,215131
5602,25412,230229
5603,25852,249580
5604,27682,101395
5605,28572,301384
5606,58765,20199
5607,65298,105441
5608,72929,308386
5609,75102,217221
5610,80335,330491
5611,82934,330119
5612,85388,23584
5613,104353,58164
5614,106180,233857
5615,125681,6898
5616,158631,105830
5617,158715,265614
5618,161232,105082
5619,162603,180722
5620,171656,104297
5621,175515,197296
5622,176496,40686
5623,179392,46225
5624,180620,265281
5625,231484,66376
5626,239743,304402
5627,243014,104840
5628,250504,165288
5629,253062,268101
5630,268331,256021
5631,302403,29217
5632,311999,251552
5633,332733,338156
5634,333370,337791
5635,338268,333175
5636,355455,224405
5637,355588,10727
5638,398408,37109
5639,399745,208102
5640,405591,337926
5641,83369,105065
5642,89977,11028
5643,104920,85698
5644,184491,72754
5645,249939,250049
5646,398481,104862
5647,203004,68129
5648,358035,237062
5649,175340,64962
5650,252936,265679
5651,172505,67187
5652,76897,218187
5653,16361,304660
5654,98205,24172
5655,60344,226816
5656,341266,333570
5657,90905,64088
5658,267871,240461
5659,71504,178669
5660,15292,174123
5661,22734,203385
5662,62149,231785
5663,524,122092
5664,155056,7211
5665,246512,265280
5666,358964,241918
5667,11800,52872
5668,212834,37614
5669,313281,250153
5670,153411,1519
5671,80959,184399
5672,93297,352664
5673,302431,32001
5674,187128,28494
5675,188841,67621
5676,89334,71589
5677,105810,250475
5678,311109,239539
5679,193535,36606
5680,22830,219692
5681,19729,9105
5682,74455,26831
5683,15332,208995
5684,218139,229016
5685,236795,265854
5686,351394,241765
5687,21155,75617
5688,96523,47368
5689,50609,202838
5690,95527,45699
5691,182668,76992
5692,47205,100830
5693,100657,71774
5694,76758,187209
5695,39920,75090
5696,226683,59008
5697,363757,235815
5698,321778,30894
5699,182255,66591
5700,98535,37114
5701,181935,199239
5702,286704,194
5703,26420,251671
5704,234840,14891
5705,104076,65984
5706,5961,144117
5707,6076,155044
5708,7327,115868
5709,17173,35820
5710,94868,359846
5711,15722,305078
5712,198201,48185
5713,398548,238461
5714,321305,249914
5715,319961,69108
5716,360543,198185
5717,363722,266737
5718,104924,82544
5719,104670,80106
5720,174571,42848
5721,266052,267713
5722,304387,61831
5723,42940,251629
5724,182333,103625
5725,19915,218436
5726,228448,42929
5727,32347,204699
5728,9006,236889
5729,309565,215217
5730,14874,306746
5731,184857,62379
5732,265234,253883
5733,82154,251238
5734,52579,156885
5735,160978,373929
5736,254239,309047
5737,369274,41689
5738,70397,222726
5739,218487,24107
5740,225339,16741
5741,21688,305106
5742,368552,56973
5743,186346,45096
5744,65808,267128
5745,417325,105872
5746,37561,219473
5747,181852,76568
5748,25337,224478
5749,370543,104538
5750,246971,267674
5751,331870,86588
5752,70234,170844
5753,216237,56963
5754,180794,50903
5755,203349,16230
5756,355404,234416
5757,317823,163179
5758,324737,223869
5759,22263,52620
5760,44453,193543
5761,363332,374533
5762,225777,69904
5763,16325,21781
5764,42783,232932
5765,148216,5280
5766,169866,3989
5767,35557,207843
5768,306113,263491
5769,251288,244629
5770,212894,66959
5771,4940,142733
5772,7072,144447
5773,28895,371115
5774,132131,108616
5775,339612,332784
5776,418390,80369
5777,217704,40499
5778,214159,21013
5779,172296,105514
5780,39715,207706
5781,201800,46919
5782,202922,268743
5783,244336,323086
5784,22200,229209
5785,232345,220704
5786,24206,304900
5787,183902,29242
5788,195260,228285
5789,309114,76738
5790,216654,263564
5791,360256,211808
5792,198842,22639
5793,414701,237534
5794,176386,56020
5795,196,43302
5796,292,417369
5797,371,172886
5798,497,351053
5799,743,67824
5800,784,10913
5801,820,190398
5802,993,383718
5803,1143,232250
5804,1203,251506
5805,1572,249630
5806,1757,46495
5807,1823,167462
5808,2148,422063
5809,2327,65196
5810,2373,176616
5811,2984,330792
5812,3019,67015
5813,3488,58648
5814,3497,44936
5815,3516,82252
5816,3609,263495
5817,3839,85155
5818,3891,233743
5819,4008,58515
5820,4110,191785
5821,4116,236925
5822,4410,178774
5823,4465,28713
5824,4645,245793
5825,4646,224917
5826,4746,266428
5827,5614,211893
5828,6178,189926
5829,6975,78699
5830,7108,399135
5831,7157,41577
5832,7236,237245
5833,7741,160522
5834,8272,49162
5835,10649,39114
5836,11188,64863
5837,21478,265943
5838,21686,243298
5839,24885,202828
5840,30349,284038
5841,30697,45653
5842,31250,310839
5843,33558,186356
5844,33700,81481
5845,40213,43670
5846,41288,234940
5847,42209,302318
5848,42228,23291
5849,43616,169703
5850,45417,79037
5851,45434,235039
5852,51328,240257
5853,54172,173006
5854,57412,204762
5855,57952,245071
5856,58115,161294
5857,59297,179420
5858,64633,235632
5859,73386,235373
5860,73418,412053
5861,82837,352263
5862,83625,9384
5863,84258,104808
5864,89991,354110
5865,91315,93028
5866,92365,243909
5867,92769,164667
5868,93172,350150
5869,94559,106170
5870,95102,37570
5871,96687,104677
5872,96859,75992
5873,97037,174415
5874,97144,64990
5875,97454,263689
5876,97838,263789
5877,97937,242100
5878,98846,104900
5879,99287,160854
5880,100178,161920
5881,101108,90076
5882,102848,105718
5883,102849,354206
5884,103030,351108
5885,103033,70303
5886,103695,77188
5887,104553,309629
5888,104592,245960
5889,104739,85517
5890,105476,175443
5891,105721,48541
5892,106185,71421
5893,110463,197409
5894,120118,352410
5895,128516,266102
5896,133668,170868
5897,143811,352642
5898,148963,49128
5899,152086,104676
5900,172822,202906
5901,173312,320956
5902,174490,55198
5903,175161,331470
5904,175277,8704
5905,175466,247764
5906,175982,245953
5907,176514,198484
5908,176742,340415
5909,176861,85048
5910,178753,43838
5911,179419,87957
5912,179634,173568
5913,180616,405768
5914,180631,355936
5915,180995,177936
5916,181601,351032
5917,181655,100708
5918,181692,416580
5919,181769,353029
5920,181991,88433
5921,182167,89461
5922,191588,14562
5923,191680,174499
5924,194211,268411
5925,194417,407909
5926,195552,344045
5927,200863,319645
5928,201491,98389
5929,204388,31119
5930,205145,171123
5931,207181,418839
5932,209575,363398
5933,210348,321824
5934,210433,238722
5935,214463,182038
5936,214963,181982
5937,220824,1290
5938,221156,94835
5939,233819,238360
5940,233854,354678
5941,233875,177302
5942,235284,226239
5943,238316,362136
5944,240530,343262
5945,241408,234695
5946,241786,361952
5947,241802,350368
5948,243965,350242
5949,245154,310263
5950,247111,342254
5951,251383,177492
5952,251695,263381
5953,252295,354587
5954,252875,318196
5955,253779,178265
5956,257624,361754
5957,265372,98781
5958,265597,372470
5959,266560,198781
5960,267090,182466
5961,267936,14790
5962,268474,99686
5963,299361,369430
5964,302085,319863
5965,303046,174899
5966,304599,82852
5967,307066,72942
5968,307664,301866
5969,308268,367548
5970,309986,92628
5971,310335,413865
5972,310383,320947
5973,310410,368677
5974,310626,249860
5975,311066,82972
5976,311113,172599
5977,311593,363723
5978,311901,359830
5979,312117,301050
5980,313356,351401
5981,317521,358294
5982,317535,368581
5983,317594,304998
5984,317603,368978
5985,317615,352362
5986,317729,179954
5987,317764,176694
5988,317771,366371
5989,317952,90007
5990,317987,424650
5991,317999,367905
5992,318004,344127
5993,318024,93742
5994,318074,190356
5995,318190,178490
5996,318223,317747
5997,318227,369898
5998,318267,350406
5999,319173,359706
6000,319560,350469
6001,319587,317797
6002,319711,318018
6003,319932,351106
6004,319938,314821
6005,319950,343960
6006,320006,175598
6007,320107,94396
6008,320176,180585
6009,320349,355062
6010,320351,319972
6011,320366,180655
6012,320377,174299
6013,320418,92702
6014,320618,356376
6015,320649,368040
6016,320790,367639
6017,320825,398305
6018,320891,220221
6019,320966,91954
6020,320991,3502
6021,321050,369496
6022,321415,90841
6023,321419,177209
6024,321565,321060
6025,321600,354638
6026,321899,369256
6027,321953,101735
6028,322074,406343
6029,322189,362840
6030,322320,252700
6031,322333,93298
6032,325405,369347
6033,331047,82891
6034,331093,317831
6035,331764,92725
6036,331772,361326
6037,333468,176304
6038,334205,369604
6039,340009,102492
6040,342169,367715
6041,342307,102142
6042,342530,320081
6043,342957,310826
6044,343268,317524
6045,343912,2313
6046,344060,319211
6047,344880,358720
6048,345102,322157
6049,349434,370048
6050,349557,405891
6051,349679,287496
6052,349743,195889
6053,349829,322370
6054,349830,181032
6055,349940,423866
6056,350028,97783
6057,350034,350485
6058,350046,2401
6059,350226,363862
6060,350853,351315
6061,350984,181307
6062,351081,418801
6063,351147,198843
6064,351154,318211
6065,351260,361841
6066,351292,331837
6067,351474,412973
6068,351610,89718
6069,351650,175325
6070,351760,398194
6071,352009,320290
6072,352256,218032
6073,352329,179432
6074,352381,286601
6075,352529,99471
6076,352585,370357
6077,352654,173052
6078,352656,320624
6079,353261,349446
6080,353932,190796
6081,353969,193928
6082,354372,352072
6083,354492,174544
6084,355212,87
6085,355322,417339
6086,355400,367283
6087,355693,185943
6088,355821,333832
6089,355963,174255
6090,356087,320876
6091,356188,369463
6092,356329,182148
6093,356475,366971
6094,356829,407203
6095,357249,187773
6096,357381,89440
6097,357492,355579
6098,357759,94055
6099,357820,304072
6100,357827,265656
6101,358293,98532
6102,358378,319441
6103,358577,236879
6104,358626,265380
6105,358737,352846
6106,359068,92864
6107,359087,176476
6108,359113,258255
6109,359883,319277
6110,360298,150210
6111,360461,84294
6112,360472,370169
6113,360557,398125
6114,360566,321199
6115,360625,358475
6116,360633,320480
6117,360706,311349
6118,360741,173925
6119,360745,172817
6120,361531,369300
6121,361699,349811
6122,361916,7128
6123,362025,93155
6124,362325,369717
6125,362354,367815
6126,362384,368200
6127,362645,175131
6128,363216,320028
6129,363224,367345
6130,363411,219149
6131,363643,588
6132,363699,103166
6133,363809,369588
6134,363833,206182
6135,365434,83400
6136,366938,257483
6137,366993,5524
6138,367201,334791
6139,367225,178268
6140,367296,407469
6141,367309,414490
6142,367413,91033
6143,367457,263004
6144,367497,185664
6145,367553,359880
6146,367604,314311
6147,367614,320718
6148,367621,352102
6149,367625,203026
6150,367761,359321
6151,367912,360920
6152,367930,101394
6153,367965,320534
6154,367973,355972
6155,368067,181187
6156,368140,368729
6157,368214,179193
6158,368291,362308
6159,368448,350727
6160,368475,329317
6161,368502,178357
6162,368614,254213
6163,368657,422093
6164,368773,81643
6165,368830,357089
6166,368859,361578
6167,368904,369477
6168,368930,237142
6169,368956,216904
6170,368959,355378
6171,368961,367393
6172,368977,300984
6173,369196,216393
6174,369246,267170
6175,369277,296716
6176,369393,360264
6177,369467,90704
6178,369484,351404
6179,369521,185209
6180,369559,314426
6181,369855,317849
6182,369862,310132
6183,369935,17882
6184,369953,8250
6185,370055,89647
6186,370078,342828
6187,370085,359919
6188,370098,3462
6189,370135,317523
6190,370174,181098
6191,370216,301668
6192,370256,360287
6193,370383,96629
6194,370479,418424
6195,370499,90404
6196,370523,232961
6197,370548,310838
6198,371500,184539
6199,371535,177110
6200,371665,368366
6201,373814,340422
6202,383859,6346
6203,384298,337822
6204,386966,248727
6205,389890,247188
6206,397352,174503
6207,397555,7794
6208,397780,423718
6209,397886,421744
6210,398102,361259
6211,398334,321427
6212,398338,361984
6213,398603,82452
6214,398682,25161
6215,399006,369709
6216,399023,349709
6217,399146,317595
6218,399202,320097
6219,399558,329512
6220,399616,156655
6221,399702,8371
6222,399723,89423
6223,404892,318136
6224,405149,354036
6225,405677,82680
6226,406215,99971
6227,406265,319761
6228,406671,361343
6229,406832,319490
6230,406893,209309
6231,407066,181127
6232,407079,372002
6233,407399,398662
6234,407448,350967
6235,407744,368179
6236,407931,319272
6237,408066,312964
6238,412815,368742
6239,412993,406527
6240,413626,368406
6241,413751,352712
6242,413924,174524
6243,414214,191880
6244,414367,352080
6245,415177,179920
6246,415226,357287
6247,415678,404947
6248,415834,174965
6249,416061,356046
6250,416280,406387
6251,416579,358387
6252,416727,178867
6253,417199,355132
6254,417248,177530
6255,417827,313994
6256,418362,262816
6257,418566,368825
6258,418835,172363
6259,418853,357128
6260,418977,318063
6261,418999,309028
6262,419202,367633
6263,421365,415217
6264,421662,93291
6265,421707,324365
6266,421739,7598
6267,421788,423018
6268,423195,404971
6269,423571,342188
6270,423720,320029
6271,423768,207111
6272,423817,86548
6273,423873,351969
6274,424086,399030
6275,424607,2949
6276,424610,178447
6277,376,168834
6278,8834,167689
6279,8942,68988
6280,9148,180564
6281,9223,333335
6282,9342,81789
6283,9427,105614
6284,9641,250581
6285,9645,62794
6286,9906,54594
6287,10208,305170
6288,10216,47118
6289,10580,178187
6290,10661,201445
6291,10663,82019
6292,10953,302348
6293,11128,34566
6294,11175,13657
6295,11402,266516
6296,11447,238335
6297,11749,228970
6298,11837,20051
6299,11842,11096
6300,11919,351509
6301,12567,9263
6302,13078,65013
6303,13149,266546
6304,13462,317653
6305,13485,14239
6306,13713,265474
6307,14308,250799
6308,14410,180030
6309,14931,172939
6310,15160,67871
6311,15270,11378
6312,17537,174294
6313,18020,184665
6314,18124,305102
6315,18476,422207
6316,19032,156851
6317,19089,301412
6318,19097,98323
6319,19266,14132
6320,19942,338032
6321,20187,225468
6322,21115,247303
6323,22411,338870
6324,22660,104415
6325,24071,337675
6326,24092,350990
6327,24297,57919
6328,26280,317832
